city,hex,auc_inf,auc_cap
bogota,8866e0919dfffff,9.966297462579762,38.93425116927428
bogota,8866e09225fffff,5.768341285917709,16.37494300371592
bogota,8866e09263fffff,10.12541302458593,46.44038125039501
bogota,8866e09245fffff,9.613105493796349,46.8468934223683
bogota,8866e42887fffff,8.592406099999767,60.071737979632545
bogota,8866e0920dfffff,3.8425034938391165,38.25638147922684
bogota,8866e09261fffff,10.010042162419834,32.52185203050922
bogota,8866e09265fffff,6.485289246115515,39.8252763956504
bogota,8866e0922dfffff,10.673302136870495,72.26689551063093
bogota,8866e09317fffff,8.874700933029228,35.11278675222446
bogota,8866e0904dfffff,10.566834443305627,60.94819260284714
bogota,8866e09069fffff,10.9298001229793,21.06212157448751
bogota,8866e0906bfffff,10.588633082514258,44.11966000206698
bogota,8866e091c3fffff,9.76108443182938,56.15146588407063
bogota,8866e091ddfffff,9.556545891832785,17.045931216567155
bogota,8866e0919bfffff,0.41641039678918496,27.122791107835926
bogota,8866e09193fffff,0.5825334364524389,0.5825334364524389
bogota,8866e08245fffff,8.702998124639704,33.86125058357007
bogota,8866e0820dfffff,14.606191611191221,80.89745234743006
bogota,8866e08209fffff,8.854789427103812,68.88037625054369
bogota,8866e09047fffff,10.425996793815106,45.33156970054892
bogota,8866e428b1fffff,8.003149865614853,58.76339580956655
bogota,8866e42897fffff,10.166155455094385,94.06424184957802
bogota,8866e428b9fffff,9.398711898432639,41.07934634242998
bogota,8866e090e1fffff,5.543376644702318,40.50851692361673
bogota,8866e090ebfffff,7.92089186269427,39.081190952147914
bogota,8866e090c5fffff,7.143392981779157,45.71435691883467
bogota,8866e090cdfffff,5.764524297346337,10.527557523667527
bogota,8866e092a7fffff,7.198356101410834,19.830812472398602
bogota,8866e092a3fffff,8.887054257021472,42.6957339729973
bogota,8866e09285fffff,3.984696439022389,6.636346868471944
bogota,8866e42d41fffff,2.73446605278398,30.96506091861892
bogota,8866e42893fffff,13.132206959406405,52.48213211001257
bogota,8866e42d4dfffff,5.7555892656059315,29.205437367622498
bogota,8866e428d7fffff,6.00844795670813,87.2806749504602
bogota,8866e42d6dfffff,14.186136352409996,58.71309218359223
bogota,8866e428d3fffff,10.049213912477262,41.003504807157576
bogota,8866e42891fffff,6.428343795993192,27.35277759123188
bogota,8866e0924bfffff,7.802886903114561,30.195046783061084
bogota,8866e428b7fffff,8.972027806277962,19.578629524076174
bogota,8866e09201fffff,3.543605078310456,9.722693839045618
bogota,8866e09205fffff,7.191777995546702,27.897611621350222
bogota,8866e09159fffff,12.146731596002637,66.79878292950221
bogota,8866e0915dfffff,14.25882927515746,40.77533356965299
bogota,8866e09065fffff,11.16489305138295,34.54230683054026
bogota,8866e090c3fffff,6.180709224203917,21.68013118688839
bogota,8866e09011fffff,4.917058324146031,12.26101848734726
bogota,8866e090c7fffff,8.984577598385082,62.44045531024053
bogota,8866e09001fffff,10.857493086423741,31.745841679455687
bogota,8866e0900dfffff,7.4625802630331,17.89127999483493
bogota,8866e09009fffff,7.549365591721384,28.31271408005576
bogota,8866e0933dfffff,11.93172809700915,48.71865837425119
bogota,8866e09339fffff,11.187670574449516,23.66451957370364
bogota,8866e09303fffff,7.231455310620324,27.77183485736974
bogota,8866e09357fffff,4.681246085050521,43.04420493604984
bogota,8866e09351fffff,3.0753862060956876,21.57768093622201
bogota,8866e0933bfffff,7.857259125975635,33.90772261387409
bogota,8866e09315fffff,5.892606379122259,32.233023118998275
bogota,8866e09331fffff,11.810635288132186,24.022463010875477
bogota,8866e09337fffff,11.05463138392108,49.840850007884626
bogota,8866e09227fffff,8.64639375342684,44.811966118961394
bogota,8866e09221fffff,6.276982177226085,21.621461883859105
bogota,8866e09359fffff,9.209753048475068,77.56663108226131
bogota,8866e0935bfffff,10.334395055565965,52.57584152393296
