hex,auc_all,auc_strict,city
881ec9185dfffff,7.198845575119681,4.940908535634542,istanbul
881ec9184bfffff,5.885849689940428,4.417519317595396,istanbul
881ec91a35fffff,13.29514784831372,12.055063295850864,istanbul
881ec91a23fffff,1.3041071152035417,1.3041071152035417,istanbul
881ec91849fffff,4.920973928345782,8.423952082873708,istanbul
881ec91aa3fffff,7.005513390081381,5.623216730012168,istanbul
881ec91aa1fffff,2.6091719874631902,0.0,istanbul
881ec91aabfffff,2.9069126349276186,2.4988964451459452,istanbul
881ec91aa9fffff,2.255315551773712,5.906819331066682,istanbul
881ec91aa7fffff,10.836445887237689,12.736358729133888,istanbul
881ec91ae5fffff,4.581510985351203,0.6542042253906206,istanbul
881ec91aa5fffff,5.1330921483790455,10.158829974512997,istanbul
881ec9185bfffff,10.307493182181844,9.299244382521287,istanbul
881ec918cdfffff,0.5303605461579339,0.39549766643488204,istanbul
881ec918c9fffff,1.051191263609353,1.5636944910246589,istanbul
881ec9181bfffff,3.346092808094748,4.477033646146149,istanbul
881ec91855fffff,1.6468183258028004,0.8006388350153701,istanbul
881ec91a19fffff,5.817247022392025,3.010282750134724,istanbul
881ec911b3fffff,5.762550349863084,5.811682347799173,istanbul
881ec91b11fffff,13.911961840607567,10.342736999849324,istanbul
881ec91b1bfffff,5.798950524706696,10.874007047171395,istanbul
881ec91199fffff,12.451225546989264,11.439746238484258,istanbul
881ec911d1fffff,9.479714959658185,8.088228964173712,istanbul
881ec91a2bfffff,5.556820433340895,5.556820433340895,istanbul
881ec91a07fffff,13.240799825145013,13.529332328214878,istanbul
881ec91b57fffff,11.60704092666601,19.321254922751134,istanbul
881ec91b55fffff,11.296475579554471,9.648774008702294,istanbul
881ec91b0bfffff,11.58185165323479,11.01096526538386,istanbul
881ec91b1dfffff,10.480794743480827,6.430695693876604,istanbul
881ec9184dfffff,1.9373729717181032,2.108229426249728,istanbul
881ec91a03fffff,6.055150437065657,5.680882351662713,istanbul
881ec91b5dfffff,5.640575976310785,5.386136342924915,istanbul
881ec91b4bfffff,12.265579898546806,8.2290211727589,istanbul
881ec91b41fffff,3.7971234439845323,3.097876909262488,istanbul
881ec91b43fffff,5.540550552028287,7.548630317233928,istanbul
881ec91b47fffff,10.527285663574688,10.101081760848002,istanbul
881ec91a1dfffff,8.264069293663233,8.531686415103117,istanbul
881ec91a0bfffff,21.460880550347262,15.777814148909243,istanbul
881ec91a57fffff,14.381562683875346,15.209707763907957,istanbul
881ec911c9fffff,8.354126257737336,9.614764827651063,istanbul
881ec91b19fffff,3.4864394020635707,2.21539206644518,istanbul
881ec91b13fffff,3.788344126047222,5.088863380379711,istanbul
881ec91a55fffff,13.676005269872839,8.313262053370039,istanbul
881ec91a5dfffff,9.30560538199986,16.947108258211625,istanbul
881ec91b45fffff,11.98370984614779,13.244260825955543,istanbul
881ec9ce93fffff,11.607254991789068,7.747147415158353,istanbul
881ec91b63fffff,3.5454264909242603,4.512724067688277,istanbul
881ec9ce9bfffff,8.737583216136091,14.405743542629565,istanbul
881ec9c4b7fffff,13.017432996689156,13.116249453990784,istanbul
881ec91b51fffff,0.7344167538949176,4.029059680278275,istanbul
881ec9c5b7fffff,2.76259247714813,2.76259247714813,istanbul
881ec9c5b5fffff,6.809919643772194,5.55075669462306,istanbul
881ec91b49fffff,3.840424901563606,3.778809123793938,istanbul
881ec91b59fffff,1.6764645210099085,0.0,istanbul
881ec9c5a3fffff,10.874407415060663,11.259433409045236,istanbul
881ec9c5a9fffff,10.95632211794702,8.612063953750857,istanbul
881ec9c5e3fffff,9.88181211986186,9.509556840171355,istanbul
881ec9c587fffff,10.530898054414637,8.504274279800269,istanbul
881ec9c583fffff,4.307533300979583,4.307533300979583,istanbul
881ec9c5b1fffff,5.476833743881728,5.476833743881728,istanbul
881ec9c5d3fffff,5.148092069705001,1.0883066513736475,istanbul
881ec9c581fffff,16.536430756563593,15.131345597293945,istanbul
881ec9c58bfffff,1.5236689236786523,1.5236689236786523,istanbul
