city,hex,auc_flood
vienna,881e15b08bfffff,0.0
vienna,881e15b2b3fffff,0.0
vienna,881e15b0d5fffff,0.0
vienna,881e15b087fffff,0.0
vienna,881e15b759fffff,0.0
vienna,881e15b75dfffff,0.0
vienna,881e15b469fffff,0.0
vienna,881e15b667fffff,0.0
vienna,881e15b0cbfffff,0.0
vienna,881e15b549fffff,0.0
vienna,881e15b2bbfffff,0.0
vienna,881e15b505fffff,0.0
vienna,881e15b52bfffff,0.0
vienna,881e15b507fffff,0.0
vienna,881e15a24bfffff,0.0
vienna,881e15a249fffff,0.0
vienna,881e15a243fffff,0.0
vienna,881e15a219fffff,0.0
vienna,881e15b2b1fffff,0.0
vienna,881e15b2bdfffff,0.0
vienna,881e15b75bfffff,0.0
vienna,881e15b605fffff,2.3721533837633952
vienna,881e15b2a7fffff,0.0
vienna,881e15b2a9fffff,0.0
vienna,881e15b2abfffff,0.0
vienna,881e15b287fffff,0.0
vienna,881e15b631fffff,6.537565027141881
vienna,881e15b633fffff,0.29236789467553226
vienna,881e15b459fffff,3.195651448987548
vienna,881e15b63bfffff,0.1054978745791971
vienna,881e15b6edfffff,4.328380819487443
vienna,881e15b617fffff,7.839384455175923
vienna,881e15b61bfffff,2.2313667799938863
vienna,881e15b603fffff,3.5223122285895925
vienna,881e15b601fffff,1.6211329457002965
vienna,881e15b441fffff,1.4383448255263056
vienna,881e15b445fffff,0.0
vienna,881e15b733fffff,0.0
vienna,881e15b46dfffff,0.0
vienna,881e15b709fffff,0.0
vienna,881e15b769fffff,0.0
vienna,881e15b297fffff,0.0
vienna,881e15b54bfffff,0.0
vienna,881e15b737fffff,0.0
vienna,881e15b731fffff,0.0
vienna,881e15b609fffff,2.141152482562653
vienna,881e15b0c3fffff,0.0
vienna,881e15b60dfffff,0.9602549610096186
vienna,881e15b639fffff,7.390844024868348
vienna,881e064cadfffff,0.0
vienna,881e064ca5fffff,0.0
vienna,881e15b645fffff,5.758261459624945
vienna,881e15b66bfffff,1.6914493336210747
vienna,881e064ca3fffff,2.0743015558528413
vienna,881e064cbdfffff,10.0080082444884
vienna,881e067969fffff,0.0
vienna,881e15b567fffff,0.0
vienna,881e15b457fffff,5.521832466875964
vienna,881e15b455fffff,0.6574710977001581
vienna,881e15b401fffff,0.0
vienna,881e15b403fffff,0.0
vienna,881e15b40bfffff,1.670272259058495
vienna,881e15b4b1fffff,2.4581298240548612
vienna,881e15b44dfffff,0.0
vienna,881e15b45dfffff,3.5841024073199645
vienna,881e15b44bfffff,1.8007277114325881
vienna,881e15b449fffff,0.0
vienna,881e15b55dfffff,0.0
vienna,881e15b559fffff,0.0
vienna,881e15b42dfffff,0.0
vienna,881e15b55bfffff,0.0
vienna,881e15b553fffff,0.0
vienna,881e15b41dfffff,5.854630469818827
vienna,881e15b663fffff,0.13906390597689974
vienna,881e15b465fffff,0.0
vienna,881e15b753fffff,0.0
vienna,881e15b65dfffff,16.286899215650557
vienna,881e15b651fffff,5.923940177654088
vienna,881e15b659fffff,0.8597062832022501
vienna,881e15b635fffff,3.993063130922976
vienna,881e15b295fffff,0.0
vienna,881e15b2b9fffff,0.0
vienna,881e15b283fffff,0.0
vienna,881e15b541fffff,0.0
vienna,881e064d87fffff,0.0
vienna,881e064d83fffff,0.0
vienna,881e15b74dfffff,0.0
vienna,881e15b655fffff,2.842956695797721
vienna,881e15b643fffff,3.0166317307252997
vienna,881e15b647fffff,0.37426883890495344
vienna,881e15b641fffff,9.099041750978085
vienna,881e15b60bfffff,1.1861766306813277
vienna,881e15b657fffff,7.990843565871112
vienna,881e15b463fffff,0.0
vienna,881e15b429fffff,0.0
vienna,881e15b447fffff,0.0
vienna,881e15b409fffff,0.0
vienna,881e15b415fffff,0.0
vienna,881e15b411fffff,0.8973963140770588
vienna,881e15b425fffff,0.0
vienna,881e15b51bfffff,0.0
vienna,881e15b5e9fffff,0.0
vienna,881e15b5e1fffff,0.0
vienna,881e15b443fffff,2.1933707403048026
vienna,881e15b625fffff,0.0
vienna,881e15b40dfffff,0.0
vienna,881e15b555fffff,0.0
vienna,881e067965fffff,1.1196024583494428
vienna,881e15b42bfffff,0.0
vienna,881e15b423fffff,0.0
vienna,881e15b461fffff,0.0
vienna,881e15b6e1fffff,10.095847304410443
vienna,881e15b6e3fffff,3.302847011018988
vienna,881e15b6abfffff,2.0446107350082565
vienna,881e15b6bdfffff,6.922987968929612
vienna,881e15b6b1fffff,6.281524672433086
vienna,881e066b65fffff,9.776859574788924
vienna,881e066b67fffff,5.069680460688694
vienna,881e15b433fffff,3.2807159797272143
vienna,881e15b5c9fffff,0.0
vienna,881e15b5c1fffff,0.0
vienna,881e15b513fffff,0.0
vienna,881e15b5dbfffff,0.0
vienna,881e15b4e7fffff,2.738204375003883
vienna,881e15b4e5fffff,9.42779975044012
vienna,881e15b511fffff,0.0
vienna,881e15b523fffff,0.0
vienna,881e15b46bfffff,0.0
vienna,881e15b435fffff,2.034057762183984
vienna,881e15b5cbfffff,3.2841096102774303
vienna,881e15b5d1fffff,1.4339681146239602
vienna,881e15b5d3fffff,7.898646687649526
vienna,881e15b5ddfffff,0.8114072019153848
vienna,881e15b5d7fffff,0.6662929986018263
vienna,881e15b407fffff,0.0
vienna,881e15b439fffff,0.0
vienna,881e15b43dfffff,0.0
vienna,881e15b6e7fffff,6.219217206560629
vienna,881e06793bfffff,1.4422272959274833
vienna,881e0679edfffff,0.5109240495521759
vienna,881e06793dfffff,0.0
vienna,881e067931fffff,0.0
vienna,881e15b6a3fffff,11.201440294227067
vienna,881e15b6a1fffff,8.993758780293199
vienna,881e15b6a9fffff,9.32111789508661
vienna,881e15b6a7fffff,5.381380269331637
vienna,881e067927fffff,8.401343898311033
vienna,881e067923fffff,4.981467955832744
vienna,881e15b4c9fffff,3.6362549946409395
vienna,881e15b4cdfffff,1.7125437155179293
vienna,881e15b413fffff,0.0
vienna,881e15b4c5fffff,3.054026316904022
vienna,881e15b6adfffff,11.697235754856075
vienna,881e15b6a5fffff,4.986096251553708
vienna,881e15b419fffff,0.965771220653982
vienna,881e15b453fffff,1.427809358620712
vienna,881e15b6dbfffff,0.0
vienna,881e15b6ddfffff,6.237559460832727
vienna,881e15b6d1fffff,11.485301553510757
vienna,881e15b6d7fffff,1.3937140231366765
vienna,881e15b6d3fffff,0.0
vienna,881e15b6d5fffff,5.549656232774138
vienna,881e0679a5fffff,0.0
vienna,881e0679a7fffff,1.8882260684014145
vienna,881e15b531fffff,0.0
vienna,881e15b089fffff,0.0
vienna,881e15b081fffff,0.0
vienna,881e15b509fffff,0.0
vienna,881e15b417fffff,0.15986235024293946
vienna,881e15b623fffff,1.9252806807532419
vienna,881e15b627fffff,0.0
vienna,881e15b405fffff,0.0
vienna,881e15b431fffff,4.627318347616438
vienna,881e15b4adfffff,6.218470135912304
vienna,881e15b599fffff,0.0
vienna,881e15b4a5fffff,2.038155003662663
vienna,881e15b591fffff,0.0
vienna,881e15b595fffff,0.0
vienna,881e15b59dfffff,0.0
vienna,881e15b4a9fffff,3.1779131747989875
vienna,881e15b535fffff,0.0
vienna,881e15b539fffff,0.0
vienna,881e067963fffff,5.832768373748078
vienna,881e067929fffff,6.263378779867321
vienna,881e067967fffff,2.374072299779715
vienna,881e06792dfffff,12.357748302265774
vienna,881e15b45bfffff,5.515226493210031
vienna,881e15b74bfffff,0.0
vienna,881e15b741fffff,0.0
vienna,881e064da7fffff,0.0
vienna,881e15b29bfffff,0.0
vienna,881e15b4e3fffff,0.6068272514653433
vienna,881e15b529fffff,0.0
vienna,881e15b543fffff,0.0
vienna,881e15b0c7fffff,0.0
vienna,881e15b467fffff,0.0
vienna,881e15b551fffff,0.0
vienna,881e15b557fffff,0.0
vienna,881e15b519fffff,0.0
vienna,881e06796bfffff,1.0522242818684058
vienna,881e064c97fffff,4.086523528049156
vienna,881e067915fffff,2.539744327691771
vienna,881e064cb5fffff,6.418451580394803
vienna,881e15b5edfffff,0.0
vienna,881e064cb7fffff,6.735156485028231
vienna,881e064cb3fffff,1.996446906073868
vienna,881e06796dfffff,4.112735413777116
vienna,881e064c91fffff,0.0
vienna,881e067905fffff,2.026462187403196
vienna,881e067961fffff,9.799247062029833
vienna,881e15a25bfffff,0.0
vienna,881e15b611fffff,5.601517012652162
vienna,881e064c93fffff,7.375698489406456e-08
vienna,881e067925fffff,7.827940346177407
vienna,881e067933fffff,2.1749402170631336
vienna,881e15b61dfffff,3.2817727625852586
vienna,881e06792bfffff,0.680205741692122
vienna,881e064c95fffff,1.5749061134612323
vienna,881e067907fffff,0.0
vienna,881e15b6cdfffff,3.4445260146748593
vienna,881e15b613fffff,5.540513550273825
vienna,881e15b6e9fffff,11.597841801029205
vienna,881e15b619fffff,4.252427467847074
vienna,881e15b607fffff,4.075285175925056
vienna,881e064ca7fffff,1.1403021916235654
vienna,881e15b65bfffff,2.7664973080577715
vienna,881e15b653fffff,2.6583238455816707
vienna,881e15b0abfffff,0.0
vienna,881e067921fffff,3.2751663846538563
vienna,881e064cb9fffff,8.17740212392062
vienna,881e15b525fffff,0.0
vienna,881e15a21dfffff,0.0
vienna,881e15b649fffff,7.961560783730389
vienna,881e15b661fffff,0.0
vienna,881e15b749fffff,0.0
vienna,881e064db3fffff,0.0
vienna,881e15b09bfffff,0.0
vienna,881e15b665fffff,0.0
vienna,881e15b66dfffff,0.0
vienna,881e15b669fffff,0.0
vienna,881e064db1fffff,0.0
vienna,881e15b503fffff,0.0
vienna,881e15b50bfffff,0.0
vienna,881e15b501fffff,0.0
vienna,881e15b6ebfffff,8.18960355762521
vienna,881e15b6c5fffff,6.145924407869529
vienna,881e15b6e5fffff,6.6567773527008045
vienna,881e064d97fffff,0.0
vienna,881e064d93fffff,0.0
vienna,881e064d91fffff,0.0
vienna,881e064d95fffff,0.0
vienna,881e064dbbfffff,0.0
vienna,881e064d9dfffff,0.0
vienna,881e15b64bfffff,9.903784625862624
vienna,881e064cb1fffff,2.093167166292031
vienna,881e15b547fffff,0.0
vienna,881e15b5ebfffff,0.0
vienna,881e15b421fffff,0.0
vienna,881e15b427fffff,0.0
vienna,881e15b50dfffff,0.0
vienna,881e064da3fffff,0.0
vienna,881e15b5d5fffff,0.0
vienna,881e15b581fffff,0.0
vienna,881e15b58bfffff,1.043081283569336e-07
vienna,881e15b589fffff,0.0
vienna,881e15b5c3fffff,0.0
vienna,881e15b685fffff,7.151765479427336
vienna,881e15b51dfffff,0.0
vienna,881e15b689fffff,7.304067823391872
vienna,881e15b68bfffff,2.06072066294083
vienna,881e15b6c3fffff,2.379182269511196
vienna,881e15b437fffff,9.694680331707453
vienna,881e15b08dfffff,0.0
vienna,881e15b745fffff,0.0
vienna,881e064dbdfffff,1.475139697881291e-07
vienna,881e064da1fffff,0.0
vienna,881e064db9fffff,2.086162567138672e-07
vienna,881e15b637fffff,0.1793850272579724
vienna,881e15a245fffff,0.0
vienna,881e064d9bfffff,0.0
vienna,881e15b193fffff,0.0
vienna,881e15b41bfffff,6.144511859751926
vienna,881e15b4c1fffff,5.355546519512911
vienna,881e15b4cbfffff,0.0
vienna,881e15b6b5fffff,3.2830578694680206
vienna,881e15b687fffff,4.819802297716809
vienna,881e067917fffff,1.616748517492075
vienna,881e15b0a7fffff,0.0
vienna,881e15b451fffff,1.3707634450176969
vienna,881e15b4c3fffff,0.23130071228801508
vienna,881e067935fffff,0.2623396105918507
vienna,881e15b6c9fffff,3.383917244865596
vienna,881e15b6d9fffff,1.43188132203677
vienna,881e15b68dfffff,6.462958377422005
vienna,881e15b681fffff,5.78645166548836
vienna,881e15b683fffff,3.12496220917258
vienna,881e064c83fffff,0.4913549862684811
vienna,881e064c87fffff,0.29419923042436685
vienna,881e15b285fffff,0.0
vienna,881e15b517fffff,0.0
vienna,881e15b515fffff,0.0
vienna,881e15b53dfffff,0.0
vienna,881e15b5c5fffff,0.0
vienna,881e15b5cdfffff,0.0
vienna,881e15b4d1fffff,0.0
vienna,881e066b6dfffff,4.629248644099153
vienna,881e15b4d9fffff,4.902826046665467
vienna,881e15b4dbfffff,7.883154099509489
vienna,881e15b6b3fffff,3.4415099717073563
vienna,881e066b63fffff,0.3101094520187427
vienna,881e066b61fffff,6.219372347627341
vienna,881e066b45fffff,2.3604815595588104
vienna,881e066b69fffff,1.70802246077297
vienna,881e066b6bfffff,0.9889685767428548
vienna,881e15b697fffff,5.742641774783836
vienna,881e15b615fffff,3.4413263416948223
vienna,881e064cbbfffff,0.0
vienna,881e15b6b7fffff,2.9567399643768493
vienna,881e15b6c7fffff,2.704062104406256
vienna,881e15b6c1fffff,3.4899864858673877
vienna,881e15b6cbfffff,0.0
vienna,881e15b293fffff,0.0
vienna,881e15b291fffff,0.0
vienna,881e15b4a3fffff,3.3823085689698362
vienna,881e15b4a1fffff,5.030454527579693
vienna,881e15b4a7fffff,0.0
vienna,881e15b69dfffff,5.492707088952322
vienna,881e15b5e3fffff,0.0
vienna,881e15b693fffff,0.6674630537193057
vienna,881e15b691fffff,0.8974251529590178
vienna,881e15b69bfffff,2.106176422698035
vienna,881e066b4dfffff,0.2561079582912087
vienna,881e15b59bfffff,0.0
vienna,881e15b2e3fffff,0.0
vienna,881e15b5e7fffff,0.0
vienna,881e15b0a1fffff,0.0
vienna,881e15b6b9fffff,6.9637255151118405
vienna,881e15b533fffff,0.0
vienna,881e15b5e5fffff,0.0
vienna,881e15b53bfffff,0.0
vienna,881e15b537fffff,0.0
vienna,881e064c9dfffff,0.0
vienna,881e15b48dfffff,0.0
vienna,881e15b4c7fffff,0.0
vienna,881e15b4e1fffff,2.952835773119038
vienna,881e15b4e9fffff,0.0
vienna,881e15b6bbfffff,1.3943875781207675
vienna,881e15b695fffff,7.682671111150607
vienna,881e15b481fffff,3.031458532434792
vienna,881e15b487fffff,0.0
vienna,881e15b4bdfffff,0.09505455070891577
vienna,881e15b4b9fffff,0.0
vienna,881e15b43bfffff,0.0
vienna,881e15b4edfffff,0.1170411100342042
vienna,881e15b4abfffff,3.004099368674613
vienna,881e15b4ebfffff,0.0
vienna,881e15b485fffff,0.6327158651702047
vienna,881e064da5fffff,0.0
vienna,881e064d99fffff,0.0
vienna,881e064dd3fffff,0.0
vienna,881e064d8bfffff,0.0
vienna,881e15b64dfffff,0.8274036494789169
vienna,881e064d85fffff,0.0
vienna,881e15b583fffff,0.0
vienna,881e15b4b5fffff,0.0
vienna,881e067913fffff,0.0
