city,hex,auc_inf,auc_cap,auc_ext
amsterdam,881969c9d1fffff,5.797261381606267,64.1284903182156,187.44399281444544
amsterdam,8819682685fffff,0.5815582655130286,0.5815582655130286,3.386907635440841
amsterdam,881969c989fffff,2.867461203611009,31.810260177528402,217.6104903829368
amsterdam,881969c98dfffff,7.473187651822852,59.83857002731723,139.30704150883994
amsterdam,88196826d7fffff,0.11825717038227208,10.724858888180488,48.259158788491696
amsterdam,881969c9e3fffff,3.296966590783095,24.510170026379527,77.68380822660336
amsterdam,881969c9d9fffff,0.1409791901547291,16.050881766852047,46.12338333415925
amsterdam,8819682457fffff,0.2956521214364045,2.9473025508859587,63.39481304791473
amsterdam,881968241dfffff,1.5508719771793689,30.137675240900748,77.38239413652076
amsterdam,881968240bfffff,0.8336749061416157,3.48532533559117,70.95644729499632
amsterdam,881969c9c3fffff,10.010488227639206,52.38020717476756,193.2828830010871
amsterdam,881969c9ddfffff,2.9348420669587028,21.41137004660746,79.88512241322363
amsterdam,881969c9c7fffff,5.827874278023035,42.82134494725062,161.72325383736265
amsterdam,881969c9ebfffff,6.427373318357565,56.69977389588209,138.16061481809294
amsterdam,881969c9e1fffff,2.8728166863799145,23.92178098352918,61.693557696851876
amsterdam,8819682455fffff,2.651207532941242,7.954508391840349,36.65272796392707
amsterdam,8819682451fffff,1.24477591437907,27.320260250379853,79.57919160364823
amsterdam,88196826e1fffff,0.5068226278154547,0.5068226278154547,33.2078209588497
amsterdam,881969c9c1fffff,3.424405810149406,8.727706669048514,56.082532907052745
amsterdam,881969c9e5fffff,0.7470445835899799,3.3986950130395335,17.079952909658022
amsterdam,881969c9c5fffff,2.001561427646734,52.36352455780478,164.00904290786295
amsterdam,881969c9e9fffff,7.013877424802299,49.44028429599516,158.3590944440578
amsterdam,881969c9edfffff,12.391126884950316,94.59229019788647,200.59134267932967
amsterdam,881968245dfffff,1.1795989362925805,19.74115194243945,59.54426946849105
amsterdam,881969c933fffff,4.173754343129075,6.825404772578629,73.14046579226466
amsterdam,88196826d9fffff,1.17373124731547,1.17373124731547,7.928767048252148
amsterdam,881969c937fffff,1.3086615640787291,1.3086615640787291,21.07976656740563
amsterdam,881969c913fffff,0.559971218462165,3.2116216479117186,73.6757505377422
amsterdam,881969c93bfffff,2.9669709067900585,5.618621336239611,33.963588651306154
amsterdam,881969c917fffff,5.164476590652439,38.94179138141896,78.40022962825122
amsterdam,881969c931fffff,1.7717837912907064,6.707585944299012,51.11684702757204
amsterdam,881969525bfffff,1.5506822364835284,4.055156484206181,37.505381198217194
amsterdam,881969cd29fffff,0.0,0.0,35.50115686416202
amsterdam,881969c8b9fffff,0.0,47.01820934671337,97.39956750625488
amsterdam,8819695257fffff,0.0,5.3033008588991075,63.63961030678928
amsterdam,88196824c7fffff,0.0,0.0,0.0
amsterdam,8819682489fffff,0.0,0.0,18.711416813596298
amsterdam,881969c8e7fffff,0.0,0.0,0.0
amsterdam,881968248dfffff,2.3630747222692583,14.998797629097146,39.80134854805686
